latitude,longitude
42.2858922,-111.3275168
37.3610537,-77.05417
46.7091929,-68.6124095
39.0812,-77.6388976
39.1002257,-85.2604937
46.8170312,-102.6620262
43.2749637,-91.382751
43.2124777,-94.213983
33.4191691,-82.6880123
37.2095174,-88.3634261
39.3326037,-82.0458439
41.3306216,-94.0151842
31.3230362,-95.4215995
39.0898068,-82.0283968
36.1324661,-80.2569608
37.2095174,-88.3634261
35.5935612,-85.2059104
38.7121872,-88.0854523
37.1873255,-77.2209931
36.7151802,-90.40313
41.1942448,-101.6444493
40.1389845,-88.1969749
34.833333,-83.9892568
32.7835881,-95.3821664
35.0529339,-96.2511829
37.7082604,-77.0910539
38.6683939,-85.1240238
45.7699352,-96.4748315
36.138697,-84.6392616
33.6153628,-100.7876173
33.7408411,-105.4498055
38.8531833,-77.2990252
43.2216189,-103.5126087
37.9952438,-101.7936887
37.5654822,-79.7975457
36.138697,-84.6392616
41.3216789,-84.4864334
37.2095174,-88.3634261
28.9598019,-96.58908
35.2027228,-87.035319
31.8116153,-82.6368248
38.884722,-77.1756027
44.7896407,-88.7558134
39.7838666,-99.8992352
37.1132678,-84.119395
39.7899166,-101.7273254
39.5795106,-105.245462
28.5143906,-81.3232839
29.8300967,-99.812549
31.3004926,-95.9956219
36.7043803,-95.9061545
37.8145174,-79.4477537
38.3596474,-97.1027707
39.5795106,-105.245462
37.4253479,-76.2688078
