longitude,latitude
-86.80461,33.55567
-86.69292,33.59541
-86.68266,33.6103
-86.77961,33.56324
-86.85471,33.47826
-86.88384,33.46441
-86.76841,33.53706
-86.86757,33.48482
-86.82445,33.54478
-86.72776,33.51889
-86.88288,33.50493
-86.81961,33.55677
-86.70667,33.59109
-86.80172,33.54008
-86.73296,33.53646
-86.89172,33.51922
-86.83054,33.51621
-86.8715,33.46461
-86.88071,33.47961
-86.86014,33.50262
-86.71459,33.52818
-86.79685,33.49789
-86.71916,33.57168
-86.69982,33.61102
-86.82902,33.5246
-86.82931,33.49601
-86.88884,33.4493
-86.88832,33.4495
-86.86738,33.48376
-86.77278,33.53162
-86.83429,33.5221
-86.85335,33.50813
-86.75094,33.54135
-86.68131,33.61826
-86.91659,33.50471
-86.8333,33.50424
-86.7747,33.5646
-86.7747,33.5646
-86.74464,33.54734
-86.75094,33.54135
-86.80493,33.5034
-86.88883,33.52136
-86.89432,33.50644
-86.89226,33.54292
-86.7046,33.59462
-86.82324,33.56138
-86.8053,33.52239
-86.7893,33.5665
-86.75842,33.54538
-86.87745,33.55299
-86.80435,33.53387
-86.87103,33.47622
-86.86269,33.51335
-86.88333,33.5243
-86.9191,33.44157
-86.89432,33.50644
-86.8333,33.50424
-86.71215,33.63609
-86.78939,33.51468
-86.78939,33.51468
,
-86.7893,33.5665
-86.77205,33.87814
-86.42063,34.03791
-86.58616,34.08592
-86.57296,33.99462
-86.77064,33.88356
-86.76656,33.88705
-86.587,34.07168
-86.61723,33.90857
-86.621,33.78738
-86.46466,34.07751
-86.51249,33.90548
-86.56896,33.99292
-86.55453,33.99149
-86.61716,33.90726
-86.58144,33.99609
-86.46466,34.07751
-87.06866,31.11915
-87.06283,31.12574
-87.06866,31.13738
-85.72436,32.13158
-85.4718,32.0753
-85.71949,32.13242
-85.71202,32.14619
-85.7133,32.14344
-86.74156,31.64195
-86.65231,31.83039
-86.62683,31.83758
-86.71442,31.54536
-86.72831,31.64546
-86.62576,31.83386
-86.6395,31.8315
-86.6264,31.83222
-85.82169,33.7061
-85.8864,33.77602
,
-86.00336,33.78583
-85.8308,33.70174
-85.83767,33.70176
-85.83059,33.70173
-85.81576,33.754
-85.83495,33.74695
-85.87954,33.65268
-85.68761,33.74778
-85.82372,33.69634
-85.76004,33.80092
-86.00276,33.78813
-85.81097,33.88461
-85.67411,33.72218
-85.8148,33.88541
-85.87877,33.64754
-85.88208,33.77573
-85.39579,32.89795
-85.18605,32.79345
-85.33969,33.01396
-85.22937,32.83495
-85.39855,32.89943
-85.17125,32.81345
-85.18317,32.83893
-85.3985,32.89087
-85.18145,32.80178
-85.19693,32.80616
-85.4265,32.9081
-85.60542,34.22002
-85.67345,34.15033
-85.6778,34.15167
-85.65916,34.16454
-85.5617,34.2707
-85.76783,34.23994
-85.5538,33.9727
-85.68754,34.15899
-86.7856,32.82844
-86.74748,32.96547
-86.88041,32.80853
-86.71646,32.91459
-86.6155,32.82402
-86.61562,32.82538
-86.50889,32.74942
-86.74707,32.96454
-86.6725,32.8335
-86.61584,32.8254
-86.61443,32.8218
-86.72916,32.98129
-88.31562,31.85038
-88.21645,32.08864
-88.32803,31.76809
-88.23236,32.08772
-88.23293,32.07981
-87.77504,31.71043
-88.0679,31.794
-88.0679,31.794
-87.79835,31.71329
-87.89405,31.5126
-87.89532,31.53057
-87.76454,31.70213
-87.89737,31.53101
-87.8812,31.54878
-85.8394,33.27181
-85.83907,33.27179
-85.75263,33.31073
-85.75821,33.31064
-85.57097,33.64736
-85.57097,33.64826
-85.43607,33.732
-85.63682,33.52405
-85.34556,33.52313
-85.48276,33.59845
,
-85.3483,33.52399
-86.1716,31.22088
-86.01144,31.56614
-85.93471,31.38271
,
-85.92092,31.39433
-87.9623,34.77086
-87.9587,34.75303
-87.9639,34.76564
-87.52883,34.6949
-87.70053,34.67101
-87.48502,34.75593
-87.53758,34.69876
-87.77989,34.64378
-87.70223,34.66013
-87.0248,31.3264
-86.96843,31.42827
-86.9448,31.4558
-86.95053,31.4218
-87.1804,31.4208
-86.94048,31.43427
-86.2691,32.8655
-86.2691,32.8655
-86.2129,32.9036
-86.1552,32.8928
-86.32666,31.00455
-86.4425,31.39855
-86.2032,31.3574
-86.3295,31.0054
-86.4928,31.3032
-86.6124,31.4464
-86.4425,31.39855
-86.35821,31.01615
,
-86.2554,31.59415
-86.31379,31.95282
-86.27459,31.71459
-86.26826,31.70561
-86.83783,34.18849
-86.84562,34.18433
-86.84236,34.18801
-86.83665,34.17363
-86.85674,34.17796
-86.84562,34.18433
-86.84154,34.1782
-86.60957,34.26698
-87.0323,33.98216
-87.03224,33.98199
-86.68783,34.25414
-86.75163,34.01332
-86.88003,34.10232
-86.76007,34.06162
-86.61847,34.17569
-87.05299,34.20752
-87.00648,34.14208
-86.86479,34.24289
-86.74142,34.14171
-86.96428,34.23598
-86.68783,34.25414
-86.68783,34.25414
-86.88003,34.10232
-86.8801,34.10232
-86.76007,34.06162
-86.76007,34.06162
-86.61847,34.17569
-86.86479,34.24289
-86.86479,34.24289
-86.96428,34.23598
-86.96523,34.23582
-86.85905,34.2227
-86.88788,34.09765
-86.85899,34.22223
-86.84642,34.17252
,
,
-85.5715,31.5559
-85.7323,31.60044
-85.4977,31.3445
-85.5446,31.5658
-85.4977,31.3445
-85.59591,31.3283
-85.553,31.3113
-85.71138,31.31447
-85.71138,31.31447
-85.71138,31.31447
-85.71138,31.31447
-86.9614,32.4233
-86.92888,32.66136
-87.22936,32.24285
-86.92588,32.65283
-87.2237,32.2963
-87.25693,32.34669
-87.0079,32.2885
-86.90254,32.32138
-86.98345,32.36435
-87.01548,32.37146
-86.98259,32.49732
-86.98326,32.49877
-87.01551,32.37158
-86.9847,32.3528
-85.8685,34.2527
-85.99481,34.28833
-85.90408,34.45535
-86.03543,34.40796
-85.76915,34.63522
-85.67548,34.71114
-85.571,34.5638
-85.82136,34.483
-85.77541,34.37415
-85.81412,34.56335
-85.61535,34.56351
-85.82995,34.48718
-85.82995,34.48718
-85.82995,34.48718
-86.0215,34.3416
-87.01839,34.559
-87.00359,34.58112
-86.99431,34.56741
-86.9948,34.58696
-86.97514,34.59553
-86.9461,34.57837
-86.9714,34.5267
-86.9719,34.5982
-86.96731,34.58885
-86.97251,34.59416
-86.99691,34.59774
-86.96219,34.57738
-87.00613,34.60935
-87.0128,34.58436
-86.99471,34.54545
-86.97505,34.60789
-87.0382,34.57544
-87.01159,34.5487
-86.97674,34.60772
-87.84628,32.4982
-87.83515,32.51005
-87.82986,32.51224
-87.8579,32.5045
-85.37469,31.23507
-85.39133,31.19613
-85.39331,31.20854
-85.42163,31.24122
-85.41958,31.23902
-85.37627,31.21153
-85.42824,31.21921
-85.40256,31.23628
-85.41362,31.21008
-85.37259,31.23396
-85.38982,31.24257
-85.38071,31.26577
-85.35121,31.19299
-85.48597,31.22035
-85.39566,31.27148
-85.35378,31.19378
-85.435,31.2049
-85.38022,31.2664
-85.40404,31.23057
-85.46299,31.27726
-86.10495,31.42265
-86.10405,31.42489
-86.10405,31.42489
-86.2128,32.54661
-86.02993,32.63394
-86.324,32.6362
-86.3757,32.5115
-86.36562,32.49283
-86.20685,32.54659
-86.22058,32.55017
-86.3497,32.50582
-86.21587,32.54936
-86.02335,32.63524
-86.32488,32.63147
-86.35828,32.49984
-86.02936,32.63005
-86.32686,32.63652
-86.21069,32.54341
-85.86049,31.31045
-85.83783,31.30683
-85.84637,31.37122
-85.85427,31.32451
-85.85784,31.31208
-85.85334,31.32409
-85.84494,31.33863
-85.83833,31.30498
-85.81928,31.32637
-85.81216,31.33242
-87.48624,31.01373
-87.48753,31.00686
-87.49352,31.04473
-87.17491,31.03992
-87.4619,31.22
-87.16983,31.06064
-87.05566,31.09157
-87.17491,31.03995
-87.09817,31.11673
-87.2734,31.0073
-87.2688,31.00449
-87.06465,31.08575
-87.06467,31.08575
-87.50417,31.01741
-86.11838,34.12214
-86.00143,34.14264
-85.92773,34.06672
-85.93307,33.9571
-85.93444,33.96673
-85.86927,33.99691
-85.86832,33.99699
-86.12463,34.03576
-86.05922,33.94601
-85.98921,34.07872
-86.12427,34.17711
-86.02242,33.9225
-86.30281,34.06337
-86.26252,34.03051
-86.07157,34.16629
-86.04349,33.95775
-86.1042,33.99736
-86.10442,33.99742
-85.93444,33.96677
-86.06189,33.94619
-86.02205,33.91551
-85.87116,34.01709
-85.99541,34.02464
-85.15149,31.86831
-85.13928,31.91702
-85.14127,31.91506
-85.16238,31.8836
-85.15069,31.89741
-85.15068,31.89736
-86.90631,33.49059
-86.9078,33.49005
-86.9182,33.46758
-86.92701,33.45975
-86.91315,33.47732
-86.91219,33.47391
-86.9078,33.49005
-87.59979,33.66006
-87.82725,33.68755
-87.74363,33.83061
-87.60099,33.66445
-87.82692,33.68679
-87.8264,33.6889
-87.66178,34.83374
-87.67322,34.8092
-87.67653,34.84907
-87.68301,34.83019
-87.6591,34.8246
-87.67322,34.8092
-87.68286,34.79607
-87.69054,34.79772
-87.69411,34.82074
-85.67535,34.48633
-85.70657,34.45562
-85.68138,34.48249
-85.66637,34.48956
-87.86583,34.4743
-87.59878,34.38194
-87.7082,34.3502
-88.1376,34.4346
-87.62111,34.525
-88.05936,34.37398
-87.854,34.46
-87.7073,34.3501
-85.98353,33.99963
-85.9709,34.00111
-86.01172,34.00668
-86.03649,34.02371
-86.02218,33.97376
-86.02071,34.01422
-86.0332,34.02431
-85.96505,34.00281
-86.02026,34.03933
-86.00868,34.00893
-86.05471,34.01121
-85.98866,34.00479
-85.96635,34.00105
-86.03437,34.02613
-85.96635,34.00105
-85.96862,34.00111
-85.96823,34.00111
-85.97051,34.03949
,
-85.87924,31.04234
-85.88539,31.04908
-85.87921,31.04222
-85.69924,31.0966
-86.04896,31.11907
-85.60235,31.09983
-86.04334,31.12518
-86.04896,31.11907
-85.70116,31.09858
-85.69924,31.0966
-85.5978,31.1078
-85.60235,31.09983
-87.89724,32.84564
-88.0303,32.7646
-87.9743,32.928
-87.8944,32.8383
-87.87496,32.8332
-86.30598,34.36159
-86.33227,34.32126
-86.30748,34.35497
-86.3122,34.32048
-87.58786,32.70726
-87.6019,32.70304
-87.598,32.9599
-87.63214,33.00004
-87.58001,32.56554
-87.5929,32.721
-87.60338,33.25659
-87.60045,32.70304
-87.73466,32.8758
-87.7154,32.8591
-87.60634,34.22607
-87.60628,34.22606
-87.60634,34.22634
-86.94558,34.42272
-86.94689,34.43923
-86.92319,34.45626
-86.93271,34.43276
-86.93244,34.43329
-86.93244,34.43329
-85.2715,31.5803
-85.2264,31.5992
-85.24893,31.56713
-85.33829,31.35022
-85.3408,31.3492
-85.33773,31.35088
-85.3412,31.4588
-86.81094,33.47127
-86.82581,33.45772
-86.7979,33.45727
-86.8125,33.4775
-86.78689,33.47854
-85.23148,31.18349
-85.30171,31.05585
-85.11434,31.29315
-85.45478,31.12294
-85.27049,31.26036
-85.63313,31.22566
-85.39246,31.22668
-85.22978,31.18493
-85.22831,31.17914
-85.44923,31.12474
-85.44923,31.12474
-86.60674,34.72962
-86.47675,34.66004
-86.56914,34.72241
-86.61789,34.7276
-86.61165,34.73755
-86.57359,34.65686
-86.55734,34.75387
-86.57244,34.76502
-86.61033,34.7711
-86.57958,34.73501
-86.63521,34.75953
-86.5707,34.59558
-86.53953,34.65927
-86.63359,34.75764
-86.58251,34.71601
-86.57493,34.72272
-86.60116,34.79731
-86.55297,34.68625
-86.5896,34.77119
-86.57559,34.754
-86.58407,34.7465
-86.61632,34.68467
-86.53151,34.73538
-86.60843,34.75598
-86.54894,34.62447
-86.62361,34.7021
-86.60769,34.79025
-86.60643,34.72086
-86.60739,34.73203
-86.63627,34.73499
-86.60594,34.71551
-86.64124,34.77164
-86.54768,34.64309
-86.62622,34.7159
-86.56811,34.67574
-86.6682,34.78281
-86.6888,34.7226
-86.59702,34.7431
-86.60183,34.70108
-86.55734,34.75387
-86.61033,34.7711
-86.63764,34.7128
-86.54894,34.62447
-86.57043,34.67961
-86.6917,34.7215
-86.6953,34.7607
-86.57819,34.68331
-86.61347,34.74184
-86.54961,34.61012
-86.54961,34.61012
-86.72826,34.62702
-86.47675,34.66004
-85.7191,34.9417
-85.71183,34.94641
-85.62601,34.9382
-85.91679,34.60588
-85.70195,34.77035
-85.95342,34.71628
-85.61572,34.85456
-86.24308,34.84405
-85.76536,34.7005
-85.97957,34.58143
-86.11449,34.82178
-86.27096,34.62397
-85.96317,34.73587
-85.96261,34.71551
-85.844,34.68435
-85.81634,34.87532
-85.83373,34.86415
-86.0337,34.49307
-85.77582,34.91322
-85.76141,33.81537
-85.77797,33.78918
-87.17091,33.86241
-87.28633,33.84366
-87.26324,33.83322
-87.26625,33.8347
-87.29063,33.83195
-87.28896,33.84205
-86.76135,33.60446
-86.6029,33.69266
-86.59692,33.69766
-87.04813,33.28586
-86.94929,33.59005
-86.98949,33.75439
-86.92784,33.59259
-86.81636,33.64599
-86.95273,33.44237
-86.95723,33.62891
-86.68363,33.64253
-86.66137,33.64208
-86.60713,33.69902
-87.0406,33.46927
-86.94172,33.80219
-86.91963,33.57629
-86.69831,33.64472
-86.69867,33.64459
-86.80804,33.6079
-86.77988,33.63163
-86.81765,33.64574
-86.81166,33.64743
-86.931,33.33305
-86.87489,33.5684
-86.99167,33.44216
-86.99183,33.44527
-86.70943,33.53517
-86.65714,33.52781
-86.80501,33.76172
-86.92315,33.42833
-86.99846,33.33095
-86.93522,33.5402
-86.81397,33.76046
-86.87234,33.6821
-86.98435,33.42559
-86.75719,33.43576
-87.16115,33.47215
-86.68488,33.69201
-86.67327,33.70182
-86.9856,33.43889
-86.97159,33.49131
-86.97357,33.48927
-86.81506,33.68886
-86.66482,33.54209
-86.80681,33.81021
-87.07268,33.65322
-86.66482,33.54209
-87.16115,33.47215
-86.65744,33.52891
-86.70197,33.75122
-86.68306,33.70166
-86.66435,33.47938
-86.80466,33.50493
-86.76135,33.60446
,
-86.92808,33.57565
-86.9945,33.4621
-86.80147,33.78287
-86.7572,33.43702
-88.13157,33.90053
-88.12553,33.75076
-88.11902,33.77655
-88.09529,33.75036
-88.03578,33.56242
-85.19869,32.8586
-85.20123,32.87261
-85.19495,32.86848
-87.44932,34.86152
-87.26614,34.92407
-87.49512,34.85931
-87.79653,34.89795
-87.77587,34.94511
-87.2942,34.828
-87.68111,34.80571
-87.37364,34.96824
-87.52236,34.96352
-87.69465,34.87269
-88.06375,34.91884
-87.66938,34.92966
-87.5312,34.86511
-87.30933,34.68089
-87.30354,34.66676
-87.17212,34.56712
-87.41783,34.56272
-87.41502,34.56194
-87.40885,34.6821
-87.4109,34.68285
-87.29898,34.47621
-87.29121,34.47642
-87.29123,34.47576
-87.48279,34.44646
-87.16865,34.41801
,
-87.29673,34.47637
-87.17197,34.56953
-87.17216,34.56648
-87.31214,34.67009
-85.37392,32.54967
-85.18812,32.7121
-85.57991,32.59438
-85.09757,32.53716
-85.09738,32.53335
-85.37521,32.55118
-85.18816,32.71192
-85.57991,32.59438
-85.39528,32.4962
-85.11456,32.54291
-85.08975,32.48289
-85.22376,32.59529
-86.84663,34.98815
-87.18311,34.80268
-86.83269,34.78284
-86.8395,34.86893
-87.04553,34.85624
-86.93269,34.85595
-87.03579,34.75165
-86.97439,34.73251
-87.12352,34.93892
-86.96104,34.77502
-86.79601,34.78845
-86.97028,34.93123
-86.82112,34.97722
-87.78705,32.30125
-87.79636,32.30603
-87.79816,32.30868
-87.76473,32.28736
-86.58598,32.10124
-86.68206,32.14895
-86.68205,32.149
-86.72493,32.27158
-86.68205,32.14901
-86.68206,32.14895
-86.5822,31.9908
-86.58165,32.18338
-86.5762,31.9916
-85.70627,32.42861
-85.66903,32.56047
,
-85.71674,32.4318
-85.68834,32.42129
,
-85.90646,32.39532
-85.73096,32.40281
-85.6712,32.4036
-86.57159,34.93282
-86.49154,34.79993
-86.43016,34.73741
-86.71401,34.79033
-86.40035,34.54005
-86.74886,34.84861
-86.55372,34.93499
-86.37623,34.70182
-86.71369,34.92289
-86.71415,34.78542
-86.40371,34.54088
-86.4271,34.91343
-86.4561,34.58785
-86.7148,34.83446
-86.49892,34.94348
-86.52294,34.7849
-86.52294,34.7849
-86.57026,34.89144
-86.71353,34.86688
-86.7855,34.79242
-86.49171,34.78868
-86.45436,34.86989
-86.45521,34.76633
-86.51799,34.88897
,
,
,
-86.47069,34.82925
-87.63302,32.28034
-87.8614,32.4848
-87.80086,32.05371
-87.86593,32.09814
-87.79671,32.30512
-87.74546,34.06078
-87.7548,34.0423
-87.91801,33.98211
-87.91753,33.97981
-87.83223,34.28075
-87.98911,34.14029
-87.9887,34.1419
-87.70909,34.35031
-87.99441,34.11737
-87.70949,34.35031
-88.00079,34.13259
-86.91178,33.45901
-86.91288,33.44948
-86.94227,33.45009
-86.91288,33.44948
-88.28711,30.74564
-88.0641,30.83106
-88.08858,30.6268
-88.24636,30.39595
-88.13468,30.70016
-88.1437,30.6616
-88.07424,30.61049
-88.26585,30.67173
-88.2486,30.804
-88.08322,30.70428
-88.11654,30.73153
-88.07926,30.59408
-88.1149,31.1138
-88.07471,30.76381
-88.23533,31.09269
-88.05073,30.6722
-88.1917,30.54323
-88.12642,30.25023
-88.14738,30.66197
-88.16929,30.6827
-88.24567,30.44356
-88.16553,30.63743
-88.04925,30.69327
-88.0827,30.65752
-88.09849,30.7304
-88.13922,30.65358
-88.0825,30.70506
-88.14516,30.7198
-88.07676,30.73369
-88.34336,30.48265
-88.0815,30.76258
-88.20212,30.7051
-88.0911,30.54216
-88.15903,30.76267
-88.18231,30.71669
-88.17616,30.71354
-88.08005,30.75663
-88.06863,30.67947
-88.11501,30.75548
-88.28475,30.78392
-88.15746,30.54869
-88.08583,30.6498
-88.10835,30.66104
-88.34337,30.47967
-88.057,30.73878
-88.11428,30.63748
-88.086,30.68229
-88.07876,30.69028
-88.19162,30.72575
-88.08207,30.64209
-88.12154,30.69809
-88.09805,30.74363
-88.06627,30.84767
-88.07741,30.81259
-88.05801,30.8482
-88.14405,30.72601
-88.29314,30.7862
-88.14211,30.64154
-88.36604,30.72389
-88.1793,30.5321
-88.08799,30.715
-88.11438,30.7317
-88.0911,30.7361
-88.18162,30.58908
-88.11765,30.6803
-88.10385,30.75592
-88.07204,30.73668
-88.07371,30.67029
-88.348,30.847
-88.08245,30.67629
-88.27769,30.44337
-88.19066,30.6182
-88.05027,30.69539
-88.13009,30.65752
-88.08099,30.70222
-88.09034,30.73269
-88.05713,30.69725
-88.04714,30.68843
-88.06337,30.6605
-88.08107,30.73997
-88.20843,30.50133
-88.27687,30.61804
-88.11844,30.69368
-88.25844,30.64013
-88.27633,30.70214
-88.23178,31.03321
-88.23194,31.06082
-88.27595,30.86581
-88.20212,30.7051
-88.077,30.66679
-88.24636,30.39595
-88.28712,30.77883
-88.33935,30.62225
-88.0809,30.6215
-88.18997,30.6182
-88.16301,30.69037
-88.1216,30.7136
-88.26422,30.82761
-88.1762,30.624
-88.06743,30.84745
-88.09679,30.70922
-88.0997,30.69122
-88.24655,30.5888
-88.2422,30.5368
-88.13072,30.6989
-88.11605,30.68969
-88.09595,30.70524
-88.086,30.68229
-88.08084,30.70228
-87.99751,31.09128
-88.18363,30.54569
-88.14166,30.64038
-88.2449,30.51491
-88.06879,30.66779
-88.08148,30.7136
-88.23266,30.64457
-88.34214,30.53439
-87.20662,31.73235
-87.3304,31.48324
-87.3413,31.4277
-87.40512,31.43404
-87.20366,31.73326
-87.50424,31.28053
-87.5751,31.8606
-87.32735,31.52448
-87.31798,31.51807
-87.3343,31.48309
-87.33069,31.48324
-87.32564,31.52432
-86.29987,32.36988
-86.29549,32.34165
-86.27232,32.33637
-86.30834,32.34366
-86.27248,32.38193
-86.33366,32.34909
-86.45512,32.30434
-86.28008,32.41714
-86.25925,32.31471
-86.24582,32.38981
-86.25908,32.34309
-86.31636,32.34046
-86.21074,32.37639
-86.21242,32.04354
-86.31406,32.35875
-86.25531,32.36695
-86.29508,32.34125
-86.28682,32.36132
-86.32515,32.35124
-86.10106,32.35455
-86.24688,32.37969
-86.30512,32.32665
-86.35534,32.34845
-86.24518,32.3824
-86.28178,32.37195
-86.28037,32.39914
-86.29021,32.37537
-86.26336,32.34324
-86.28214,32.31707
-86.33104,32.3763
-86.33345,32.36004
-86.26746,32.38853
-86.29378,32.38193
-86.33657,32.37616
-86.37074,32.17631
-86.2725,32.37771
-86.31047,32.35474
-86.34324,32.30242
-86.23472,32.34715
-86.38251,32.30885
-86.32907,32.36714
-86.34933,32.29467
-86.35534,32.34845
-86.21319,32.32814
,
-86.32331,32.36583
-86.31372,32.36279
-86.21319,32.32814
-86.17953,32.38649
-86.1671,32.35209
-86.25353,32.29293
-86.25349,32.29293
-86.21855,32.31916
-86.19012,32.39994
-86.29007,32.3709
-86.28257,32.38469
-86.28257,32.38469
-86.26215,32.28949
-86.34079,32.34781
-86.21319,32.32814
-86.30539,32.37249
-86.23797,32.30279
-86.13452,32.31381
-87.09112,34.43223
-86.91255,34.36683
-87.0599,34.596
-87.09157,34.41477
-86.69766,34.47431
-87.09168,34.41654
-86.76347,34.33389
-86.91274,34.36692
-86.60448,34.53293
-86.89789,34.52741
-86.61032,34.3436
-86.84384,34.44912
-86.62189,34.47328
-87.08032,34.58561
-86.70412,34.41358
-86.87919,34.53661
-86.9701,34.5615
-86.70412,34.41358
-87.0802,34.5851
-86.71966,33.48007
-86.71773,33.51055
-86.75407,33.50088
-86.71537,33.4912
-86.75647,33.49249
-86.76684,33.48215
-87.65133,34.74309
-87.66534,34.7392
-87.64729,34.74499
-87.61908,34.75469
-87.64394,34.72377
-87.6511,34.7449
-87.63835,34.73082
-86.55732,33.8613
-86.55732,33.8613
-85.4204,32.65029
-85.38179,32.65632
-85.37649,32.63584
-85.36094,32.65512
-85.3678,32.66787
-85.38675,32.66067
-85.37032,32.67982
-85.38225,32.62173
-85.36894,32.65512
-86.24054,31.28776
-86.25178,31.28598
-86.25956,31.27736
-85.83096,33.611
-85.86882,33.59247
-85.87471,33.59497
-85.83096,33.611
-85.84533,33.62049
-85.7469,33.6289
-85.93639,33.60203
-85.62539,31.46064
-85.66118,31.44619
,
-85.64677,31.43558
-85.62851,31.47157
-85.62945,31.46048
-85.62945,31.46048
-85.65842,31.46336
-85.60486,31.45945
-86.31156,33.59419
