latitude,longitude
37.63864012,-120.9999995
38.84384076,-106.1336109
28.93204038,-81.92896054
32.83968109,-83.62758035
39.76691045,-86.14996019
44.66131954,-84.71439027
35.46622098,-79.15925046
40.06021014,-82.40426006
40.79373015,-77.86070029
31.82724041,-99.42677021
44.39319117,-89.81637074
