latitude,longitude
31.01373,-87.48624
31.00686,-87.48753
31.04473,-87.49352
31.03992,-87.17491
31.22,-87.4619
31.06064,-87.16983
31.09157,-87.05566
31.03995,-87.17491
31.11673,-87.09817
31.0073,-87.2734
31.00449,-87.2688
31.08575,-87.06465
31.08575,-87.06467
31.01741,-87.50417
34.12214,-86.11838
34.14264,-86.00143
34.06672,-85.92773
33.9571,-85.93307
33.96673,-85.93444
33.99691,-85.86927
33.99699,-85.86832
34.03576,-86.12463
33.94601,-86.05922
34.07872,-85.98921
34.17711,-86.12427
33.9225,-86.02242
34.06337,-86.30281
34.03051,-86.26252
34.16629,-86.07157
33.95775,-86.04349
33.99736,-86.1042
33.99742,-86.10442
33.96677,-85.93444
33.94619,-86.06189
33.91551,-86.02205
34.01709,-85.87116
34.02464,-85.99541
31.86831,-85.15149
31.91702,-85.13928
31.91506,-85.14127
31.8836,-85.16238
31.89741,-85.15069
31.89736,-85.15068
33.49059,-86.90631
33.49005,-86.9078
33.46758,-86.9182
33.45975,-86.92701
33.47732,-86.91315
33.47391,-86.91219
33.49005,-86.9078
33.66006,-87.59979
33.68755,-87.82725
33.83061,-87.74363
33.66445,-87.60099
33.68679,-87.82692
33.6889,-87.8264
34.83374,-87.66178
34.8092,-87.67322
34.84907,-87.67653
34.83019,-87.68301
34.8246,-87.6591
34.8092,-87.67322
34.79607,-87.68286
34.79772,-87.69054
34.82074,-87.69411
34.48633,-85.67535
34.45562,-85.70657
34.48249,-85.68138
34.48956,-85.66637
34.4743,-87.86583
34.38194,-87.59878
34.3502,-87.7082
34.4346,-88.1376
34.525,-87.62111
34.37398,-88.05936
34.46,-87.854
34.3501,-87.7073
33.99963,-85.98353
34.00111,-85.9709
34.00668,-86.01172
34.02371,-86.03649
33.97376,-86.02218
34.01422,-86.02071
34.02431,-86.0332
34.00281,-85.96505
34.03933,-86.02026
34.00893,-86.00868
34.01121,-86.05471
34.00479,-85.98866
34.00105,-85.96635
34.02613,-86.03437
34.00105,-85.96635
34.00111,-85.96862
34.00111,-85.96823
34.03949,-85.97051
31.04234,-85.87924
31.04908,-85.88539
31.04222,-85.87921
31.0966,-85.69924
31.11907,-86.04896
31.09983,-85.60235
31.12518,-86.04334
31.11907,-86.04896
31.09858,-85.70116
31.0966,-85.69924
31.1078,-85.5978
31.09983,-85.60235
32.84564,-87.89724
32.7646,-88.0303
32.928,-87.9743
32.8383,-87.8944
32.8332,-87.87496
34.36159,-86.30598
34.32126,-86.33227
34.35497,-86.30748
34.32048,-86.3122
32.70726,-87.58786
32.70304,-87.6019
32.9599,-87.598
33.00004,-87.63214
32.56554,-87.58001
32.721,-87.5929
33.25659,-87.60338
32.70304,-87.60045
32.8758,-87.73466
32.8591,-87.7154
34.22607,-87.60634
34.22606,-87.60628
34.22634,-87.60634
34.42272,-86.94558
34.43923,-86.94689
34.45626,-86.92319
34.43276,-86.93271
34.43329,-86.93244
34.43329,-86.93244
31.5803,-85.2715
31.5992,-85.2264
31.56713,-85.24893
31.35022,-85.33829
31.3492,-85.3408
31.35088,-85.33773
31.4588,-85.3412
33.47127,-86.81094
33.45772,-86.82581
33.45727,-86.7979
33.4775,-86.8125
33.47854,-86.78689
31.18349,-85.23148
31.05585,-85.30171
31.29315,-85.11434
31.12294,-85.45478
31.26036,-85.27049
31.22566,-85.63313
31.22668,-85.39246
31.18493,-85.22978
31.17914,-85.22831
31.12474,-85.44923
31.12474,-85.44923
34.72962,-86.60674
34.66004,-86.47675
34.72241,-86.56914
34.7276,-86.61789
34.73755,-86.61165
34.65686,-86.57359
34.75387,-86.55734
34.76502,-86.57244
34.7711,-86.61033
34.73501,-86.57958
34.75953,-86.63521
34.59558,-86.5707
34.65927,-86.53953
34.75764,-86.63359
34.71601,-86.58251
34.72272,-86.57493
34.79731,-86.60116
34.68625,-86.55297
34.77119,-86.5896
34.754,-86.57559
34.7465,-86.58407
34.68467,-86.61632
34.73538,-86.53151
34.75598,-86.60843
34.62447,-86.54894
34.7021,-86.62361
34.79025,-86.60769
34.72086,-86.60643
34.73203,-86.60739
34.73499,-86.63627
34.71551,-86.60594
34.77164,-86.64124
34.64309,-86.54768
34.7159,-86.62622
34.67574,-86.56811
34.78281,-86.6682
34.7226,-86.6888
34.7431,-86.59702
34.70108,-86.60183
34.75387,-86.55734
34.7711,-86.61033
34.7128,-86.63764
34.62447,-86.54894
34.67961,-86.57043
34.7215,-86.6917
34.7607,-86.6953
34.68331,-86.57819
34.74184,-86.61347
34.61012,-86.54961
34.61012,-86.54961
34.62702,-86.72826
34.66004,-86.47675
34.9417,-85.7191
34.94641,-85.71183
34.9382,-85.62601
34.60588,-85.91679
34.77035,-85.70195
34.71628,-85.95342
34.85456,-85.61572
34.84405,-86.24308
34.7005,-85.76536
34.58143,-85.97957
34.82178,-86.11449
34.62397,-86.27096
34.73587,-85.96317
34.71551,-85.96261
34.68435,-85.844
34.87532,-85.81634
34.86415,-85.83373
34.49307,-86.0337
34.91322,-85.77582
33.81537,-85.76141
33.78918,-85.77797
33.86241,-87.17091
33.84366,-87.28633
33.83322,-87.26324
33.8347,-87.26625
33.83195,-87.29063
33.84205,-87.28896
33.60446,-86.76135
33.69266,-86.6029
33.69766,-86.59692
33.28586,-87.04813
33.59005,-86.94929
33.75439,-86.98949
33.59259,-86.92784
33.64599,-86.81636
33.44237,-86.95273
33.62891,-86.95723
33.64253,-86.68363
33.64208,-86.66137
33.69902,-86.60713
33.46927,-87.0406
33.80219,-86.94172
33.57629,-86.91963
33.64472,-86.69831
33.64459,-86.69867
33.6079,-86.80804
33.63163,-86.77988
33.64574,-86.81765
33.64743,-86.81166
33.33305,-86.931
33.5684,-86.87489
33.44216,-86.99167
33.44527,-86.99183
33.53517,-86.70943
33.52781,-86.65714
33.76172,-86.80501
33.42833,-86.92315
33.33095,-86.99846
33.5402,-86.93522
33.76046,-86.81397
33.6821,-86.87234
33.42559,-86.98435
33.43576,-86.75719
33.47215,-87.16115
33.69201,-86.68488
33.70182,-86.67327
33.43889,-86.9856
33.49131,-86.97159
33.48927,-86.97357
33.68886,-86.81506
33.54209,-86.66482
33.81021,-86.80681
33.65322,-87.07268
33.54209,-86.66482
33.47215,-87.16115
33.52891,-86.65744
33.75122,-86.70197
33.70166,-86.68306
33.47938,-86.66435
33.50493,-86.80466
33.60446,-86.76135
33.57565,-86.92808
33.4621,-86.9945
33.78287,-86.80147
33.43702,-86.7572
33.90053,-88.13157
33.75076,-88.12553
33.77655,-88.11902
33.75036,-88.09529
33.56242,-88.03578
32.8586,-85.19869
32.87261,-85.20123
32.86848,-85.19495
34.86152,-87.44932
34.92407,-87.26614
34.85931,-87.49512
34.89795,-87.79653
34.94511,-87.77587
34.828,-87.2942
34.80571,-87.68111
34.96824,-87.37364
34.96352,-87.52236
34.87269,-87.69465
34.91884,-88.06375
34.92966,-87.66938
34.86511,-87.5312
34.68089,-87.30933
34.66676,-87.30354
34.56712,-87.17212
34.56272,-87.41783
34.56194,-87.41502
34.6821,-87.40885
34.68285,-87.4109
34.47621,-87.29898
34.47642,-87.29121
34.47576,-87.29123
34.44646,-87.48279
34.41801,-87.16865
34.47637,-87.29673
34.56953,-87.17197
34.56648,-87.17216
34.67009,-87.31214
32.54967,-85.37392
32.7121,-85.18812
32.59438,-85.57991
32.53716,-85.09757
32.53335,-85.09738
32.55118,-85.37521
32.71192,-85.18816
32.59438,-85.57991
32.4962,-85.39528
32.54291,-85.11456
32.48289,-85.08975
32.59529,-85.22376
34.98815,-86.84663
34.80268,-87.18311
34.78284,-86.83269
34.86893,-86.8395
34.85624,-87.04553
34.85595,-86.93269
34.75165,-87.03579
34.73251,-86.97439
34.93892,-87.12352
34.77502,-86.96104
34.78845,-86.79601
34.93123,-86.97028
34.97722,-86.82112
32.30125,-87.78705
32.30603,-87.79636
32.30868,-87.79816
32.28736,-87.76473
32.10124,-86.58598
32.14895,-86.68206
32.149,-86.68205
32.27158,-86.72493
32.14901,-86.68205
32.14895,-86.68206
31.9908,-86.5822
32.18338,-86.58165
31.9916,-86.5762
32.42861,-85.70627
32.56047,-85.66903
32.4318,-85.71674
32.42129,-85.68834
32.39532,-85.90646
32.40281,-85.73096
32.4036,-85.6712
34.93282,-86.57159
34.79993,-86.49154
34.73741,-86.43016
34.79033,-86.71401
34.54005,-86.40035
34.84861,-86.74886
34.93499,-86.55372
34.70182,-86.37623
34.92289,-86.71369
34.78542,-86.71415
34.54088,-86.40371
34.91343,-86.4271
34.58785,-86.4561
34.83446,-86.7148
34.94348,-86.49892
34.7849,-86.52294
34.7849,-86.52294
34.89144,-86.57026
34.86688,-86.71353
34.79242,-86.7855
34.78868,-86.49171
34.86989,-86.45436
34.76633,-86.45521
34.88897,-86.51799
34.82925,-86.47069
32.28034,-87.63302
32.4848,-87.8614
32.05371,-87.80086
32.09814,-87.86593
32.30512,-87.79671
34.06078,-87.74546
34.0423,-87.7548
33.98211,-87.91801
33.97981,-87.91753
34.28075,-87.83223
34.14029,-87.98911
34.1419,-87.9887
34.35031,-87.70909
34.11737,-87.99441
34.35031,-87.70949
34.13259,-88.00079
33.45901,-86.91178
33.44948,-86.91288
33.45009,-86.94227
33.44948,-86.91288
30.74564,-88.28711
30.83106,-88.0641
30.6268,-88.08858
30.39595,-88.24636
30.70016,-88.13468
30.6616,-88.1437
30.61049,-88.07424
30.67173,-88.26585
30.804,-88.2486
30.70428,-88.08322
30.73153,-88.11654
30.59408,-88.07926
31.1138,-88.1149
30.76381,-88.07471
31.09269,-88.23533
30.6722,-88.05073
30.54323,-88.1917
30.25023,-88.12642
30.66197,-88.14738
30.6827,-88.16929
30.44356,-88.24567
30.63743,-88.16553
30.69327,-88.04925
30.65752,-88.0827
30.7304,-88.09849
30.65358,-88.13922
30.70506,-88.0825
30.7198,-88.14516
30.73369,-88.07676
30.48265,-88.34336
30.76258,-88.0815
30.7051,-88.20212
30.54216,-88.0911
30.76267,-88.15903
30.71669,-88.18231
30.71354,-88.17616
30.75663,-88.08005
30.67947,-88.06863
30.75548,-88.11501
30.78392,-88.28475
30.54869,-88.15746
30.6498,-88.08583
30.66104,-88.10835
30.47967,-88.34337
30.73878,-88.057
30.63748,-88.11428
30.68229,-88.086
30.69028,-88.07876
30.72575,-88.19162
30.64209,-88.08207
30.69809,-88.12154
30.74363,-88.09805
30.84767,-88.06627
30.81259,-88.07741
30.8482,-88.05801
30.72601,-88.14405
30.7862,-88.29314
30.64154,-88.14211
30.72389,-88.36604
30.5321,-88.1793
30.715,-88.08799
30.7317,-88.11438
30.7361,-88.0911
30.58908,-88.18162
30.6803,-88.11765
30.75592,-88.10385
30.73668,-88.07204
30.67029,-88.07371
30.847,-88.348
30.67629,-88.08245
30.44337,-88.27769
30.6182,-88.19066
30.69539,-88.05027
30.65752,-88.13009
30.70222,-88.08099
30.73269,-88.09034
30.69725,-88.05713
30.68843,-88.04714
30.6605,-88.06337
30.73997,-88.08107
30.50133,-88.20843
30.61804,-88.27687
30.69368,-88.11844
30.64013,-88.25844
30.70214,-88.27633
31.03321,-88.23178
31.06082,-88.23194
30.86581,-88.27595
30.7051,-88.20212
30.66679,-88.077
30.39595,-88.24636
30.77883,-88.28712
30.62225,-88.33935
30.6215,-88.0809
30.6182,-88.18997
30.69037,-88.16301
30.7136,-88.1216
30.82761,-88.26422
30.624,-88.1762
30.84745,-88.06743
30.70922,-88.09679
30.69122,-88.0997
30.5888,-88.24655
30.5368,-88.2422
30.6989,-88.13072
30.68969,-88.11605
30.70524,-88.09595
30.68229,-88.086
30.70228,-88.08084
31.09128,-87.99751
30.54569,-88.18363
30.64038,-88.14166
30.51491,-88.2449
30.66779,-88.06879
30.7136,-88.08148
30.64457,-88.23266
30.53439,-88.34214
31.73235,-87.20662
31.48324,-87.3304
31.4277,-87.3413
31.43404,-87.40512
31.73326,-87.20366
31.28053,-87.50424
31.8606,-87.5751
31.52448,-87.32735
31.51807,-87.31798
31.48309,-87.3343
31.48324,-87.33069
31.52432,-87.32564
32.36988,-86.29987
32.34165,-86.29549
32.33637,-86.27232
32.34366,-86.30834
32.38193,-86.27248
32.34909,-86.33366
32.30434,-86.45512
32.41714,-86.28008
32.31471,-86.25925
32.38981,-86.24582
32.34309,-86.25908
32.34046,-86.31636
32.37639,-86.21074
32.04354,-86.21242
32.35875,-86.31406
32.36695,-86.25531
32.34125,-86.29508
32.36132,-86.28682
32.35124,-86.32515
32.35455,-86.10106
32.37969,-86.24688
32.32665,-86.30512
32.34845,-86.35534
32.3824,-86.24518
32.37195,-86.28178
32.39914,-86.28037
32.37537,-86.29021
32.34324,-86.26336
32.31707,-86.28214
32.3763,-86.33104
32.36004,-86.33345
32.38853,-86.26746
32.38193,-86.29378
32.37616,-86.33657
32.17631,-86.37074
32.37771,-86.2725
32.35474,-86.31047
32.30242,-86.34324
32.34715,-86.23472
32.30885,-86.38251
32.36714,-86.32907
32.29467,-86.34933
32.34845,-86.35534
32.32814,-86.21319
32.36583,-86.32331
32.36279,-86.31372
32.32814,-86.21319
32.38649,-86.17953
32.35209,-86.1671
32.29293,-86.25353
32.29293,-86.25349
32.31916,-86.21855
32.39994,-86.19012
32.3709,-86.29007
32.38469,-86.28257
32.38469,-86.28257
32.28949,-86.26215
32.34781,-86.34079
32.32814,-86.21319
32.37249,-86.30539
32.30279,-86.23797
32.31381,-86.13452
34.43223,-87.09112
34.36683,-86.91255
34.596,-87.0599
34.41477,-87.09157
34.47431,-86.69766
34.41654,-87.09168
34.33389,-86.76347
34.36692,-86.91274
34.53293,-86.60448
34.52741,-86.89789
34.3436,-86.61032
34.44912,-86.84384
34.47328,-86.62189
34.58561,-87.08032
34.41358,-86.70412
34.53661,-86.87919
34.5615,-86.9701
34.41358,-86.70412
34.5851,-87.0802
33.48007,-86.71966
33.51055,-86.71773
33.50088,-86.75407
33.4912,-86.71537
33.49249,-86.75647
33.48215,-86.76684
34.74309,-87.65133
34.7392,-87.66534
34.74499,-87.64729
34.75469,-87.61908
34.72377,-87.64394
34.7449,-87.6511
34.73082,-87.63835
33.8613,-86.55732
33.8613,-86.55732
32.65029,-85.4204
32.65632,-85.38179
32.63584,-85.37649
32.65512,-85.36094
32.66787,-85.3678
32.66067,-85.38675
32.67982,-85.37032
32.62173,-85.38225
32.65512,-85.36894
31.28776,-86.24054
31.28598,-86.25178
31.27736,-86.25956
33.611,-85.83096
33.59247,-85.86882
33.59497,-85.87471
33.611,-85.83096
33.62049,-85.84533
33.6289,-85.7469
33.60203,-85.93639
31.46064,-85.62539
31.44619,-85.66118
31.43558,-85.64677
31.47157,-85.62851
31.46048,-85.62945
31.46048,-85.62945
31.46336,-85.65842
31.45945,-85.60486
33.59419,-86.31156
33.57722,-86.2855
33.54332,-86.28234
